Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
11/20/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",GA,30043,Web,11/20/2015,Closed with explanation,Yes,,1665373
11/20/2015,Credit reporting,,Incorrect information on credit report,Public record,,,First Advantage Corporation,AZ,85138,Web,11/20/2015,In progress,Yes,,1665977
11/20/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Navient,MA,2149,Web,11/20/2015,Closed with explanation,Yes,,1664844
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NH,3077,Referral,11/24/2015,Closed with explanation,Yes,,1664972
11/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,AZ,85711,Postal mail,11/24/2015,In progress,Yes,,1666624
11/20/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,WA,98020,Web,11/20/2015,Closed with explanation,Yes,,1666087
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NJ,7208,Referral,11/23/2015,Closed with explanation,Yes,,1665314
11/20/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,TX,79764,Web,11/20/2015,Closed with explanation,Yes,Yes,1664654
11/20/2015,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,,,Equifax,LA,71360,Web,11/24/2015,Closed with explanation,Yes,,1664633
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,TX,762XX,Web,11/24/2015,In progress,Yes,,1665303
11/20/2015,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,Company chooses not to provide a public response,"MSW Capital, LLC",NE,68516,Web,11/20/2015,Closed with explanation,Yes,,1665584
11/20/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",CA,95757,Web,11/25/2015,In progress,Yes,,1664661
11/20/2015,Prepaid card,Payroll card,Fraud or scam,,,,"Empowerment Ventures, LLC",TX,751XX,Web,11/25/2015,In progress,Yes,,1666056
11/20/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,,"Conn's, Inc.",TX,75228,Web,11/25/2015,Closed with explanation,Yes,Yes,1666104
11/20/2015,Credit card,,Rewards,,,,Amex,GA,30339,Referral,11/25/2015,Closed with explanation,Yes,Yes,1666692
11/20/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Equifax,MD,20895,Web,11/20/2015,Closed with explanation,Yes,Yes,1665854
11/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",MD,21144,Web,11/20/2015,Closed with monetary relief,Yes,,1664596
11/20/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,TransUnion,CA,95358,Web,11/23/2015,Closed with non-monetary relief,Yes,,1666756
11/20/2015,Prepaid card,Transit card,Unauthorized transactions/trans. issues,,,,"Empowerment Ventures, LLC",RI,029XX,Web,11/24/2015,In progress,Yes,,1665710
11/20/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,Transworld Systems Inc.,NY,11550,Web,11/20/2015,In progress,Yes,,1665445
11/20/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",TX,76086,Web,11/20/2015,Closed with explanation,Yes,,1665339
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"GLENN ASSOCIATES MID-ATLANTIC, INC",NY,133XX,Web,11/25/2015,Closed with explanation,Yes,,1665146
11/20/2015,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,"Eastern Account Systems of Connecticut, Inc.",NJ,8233,Postal mail,11/24/2015,Closed with explanation,Yes,,1665642
11/20/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Loan Care,WA,98662,Web,11/20/2015,Closed with explanation,Yes,,1665715
11/20/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,NJ,7727,Web,11/21/2015,In progress,Yes,,1666765
11/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NY,11788,Referral,11/24/2015,Closed with explanation,Yes,,1665096
11/20/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,,,Referral,11/24/2015,Closed with explanation,Yes,,1665293
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,GA,30294,Web,11/21/2015,Closed with explanation,Yes,Yes,1666680
11/20/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,IL,60641,Web,11/20/2015,Closed with explanation,Yes,,1666008
11/20/2015,Debt collection,,Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,"Enhanced Recovery Company, LLC",NE,69341,Web,11/20/2015,Closed with non-monetary relief,Yes,,1666039
11/20/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes the complaint is the result of a misunderstanding,"Southwest Recovery Services, Inc.",AZ,85711,Phone,11/25/2015,Closed with explanation,Yes,,1665900
11/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase,FL,34743,Web,11/21/2015,In progress,Yes,,1666729
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,PA,19061,Web,11/24/2015,Closed with explanation,Yes,,1665033
11/20/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Loan Care,TX,75181,Web,11/20/2015,Closed with explanation,Yes,Yes,1665870
11/20/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,James B. Nutter & Company,CA,18466,Referral,11/30/2015,Closed with explanation,Yes,,1666952
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,Experian,OR,97380,Web,11/21/2015,Closed with non-monetary relief,Yes,,1666771
11/20/2015,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase,NJ,7422,Web,11/20/2015,Closed with explanation,Yes,,1664640
11/20/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",FL,333XX,Web,11/20/2015,Closed with explanation,Yes,,1664592
11/20/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,VI,802,Web,11/20/2015,Closed with explanation,Yes,,1665748
11/20/2015,Credit card,,Billing statement,,,,Amex,TX,77077,Web,11/20/2015,Closed with monetary relief,Yes,Yes,1664984
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"North Shore Agency, LLC",MA,2021,Phone,11/25/2015,Closed with explanation,Yes,,1665122
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion,FL,33025,Phone,11/23/2015,In progress,Yes,,1665276
11/20/2015,Consumer loan,Vehicle lease,Managing the loan or lease,,,,Ally Financial Inc.,CA,91423,Web,11/20/2015,In progress,Yes,,1664834
11/20/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,92694,Web,11/20/2015,Closed with explanation,Yes,,1665448
11/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,WA,98513,Web,11/20/2015,Closed with explanation,Yes,,1665633
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,IL,62966,Phone,11/24/2015,Closed with explanation,Yes,,1665461
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Pinnacle Credit Services, LLC",CO,80013,Referral,11/24/2015,Closed with explanation,Yes,,1665022
11/20/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,MI,48240,Web,11/20/2015,Closed with explanation,Yes,,1666168
11/20/2015,Credit card,,Other,,,,Amex,CA,92821,Referral,11/25/2015,Closed with explanation,Yes,,1665337
11/20/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,JPMorgan Chase,PA,19079,Referral,11/24/2015,Closed with explanation,Yes,,1666017
11/20/2015,Consumer loan,Vehicle lease,Managing the loan or lease,,,,Ocwen,WV,26241,Postal mail,11/25/2015,Closed with explanation,Yes,,1665788
11/20/2015,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,Company believes it acted appropriately as authorized by contract or law,"Capital Accounts, LLC",GA,30358,Referral,11/30/2015,Closed with explanation,Yes,,1665216
11/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,TransUnion,MI,48224,Web,11/21/2015,Closed with explanation,Yes,,1666759
11/20/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,MoneyGram,NY,10032,Phone,11/24/2015,In progress,Yes,,1665035
11/20/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,,Transworld Systems Inc.,MA,1605,Phone,11/24/2015,In progress,Yes,,1665543
11/20/2015,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,,Equifax,FL,32246,Fax,11/24/2015,Closed with explanation,Yes,,1666075
11/20/2015,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,TX,79936,Referral,11/24/2015,Closed with explanation,Yes,,1665352
11/20/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,IL,62223,Phone,11/25/2015,In progress,Yes,,1665822
11/20/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CO,80015,Postal mail,11/24/2015,Closed with explanation,Yes,,1664907
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,Transworld Systems Inc.,CA,91745,Referral,11/24/2015,In progress,Yes,,1665235
11/20/2015,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,IL,605XX,Web,11/20/2015,Closed with explanation,Yes,Yes,1665645
11/20/2015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase,WV,25427,Web,11/20/2015,In progress,Yes,,1665825
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"GLA Collection Company, Inc.",IN,46235,Web,11/20/2015,Closed with explanation,Yes,,1665442
11/20/2015,Debt collection,Mortgage,Improper contact or sharing of info,Contacted me instead of my attorney,,,Ditech Financial LLC,TN,37217,Referral,11/24/2015,Closed with explanation,Yes,,1664908
11/20/2015,Consumer loan,Installment loan,Managing the loan or lease,,,Company believes it acted appropriately as authorized by contract or law,"CashCall, Inc.",CA,90250,Web,11/20/2015,Closed with explanation,Yes,,1665866
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,Company chooses not to provide a public response,Southern Management Systems Inc.,VA,22311,Web,11/20/2015,Closed with explanation,Yes,,1665183
11/20/2015,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,,152XX,Web,11/20/2015,Closed with explanation,Yes,,1666049
11/20/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,"Mountain Land Collections, Inc.",UT,84047,Web,11/20/2015,Closed with explanation,Yes,,1665246
11/20/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,TX,76244,Referral,11/24/2015,Closed with explanation,Yes,,1666065
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,Company chooses not to provide a public response,"Allied Collection Services, Inc. (Nevada)",CA,928XX,Web,11/20/2015,Closed with non-monetary relief,Yes,,1666071
11/20/2015,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,JPMorgan Chase,CA,95826,Web,11/20/2015,Closed with explanation,Yes,Yes,1665769
11/20/2015,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,JPMorgan Chase,CA,92068,Phone,11/23/2015,In progress,Yes,,1666746
11/20/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",CA,916XX,Web,11/20/2015,Closed with explanation,Yes,,1666068
11/20/2015,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Equifax,MD,20716,Web,11/21/2015,Closed with explanation,Yes,,1666767
11/20/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Transworld Systems Inc.,NJ,7094,Referral,11/24/2015,In progress,Yes,,1665175
11/20/2015,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,MD,207XX,Web,11/20/2015,In progress,Yes,,1664568
11/20/2015,Debt collection,,Communication tactics,Frequent or repeated calls,,,Oracle Financial Group LLC.,OK,73159,Web,11/20/2015,Closed,Yes,,1666335
11/20/2015,Consumer loan,Vehicle loan,Problems when you are unable to pay,,,,Santander Consumer USA,NJ,7111,Web,11/20/2015,Closed with explanation,Yes,Yes,1665426
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,Company chooses not to provide a public response,"Sentry Recovery and Collections, Inc.",NM,880XX,Web,11/20/2015,Closed with explanation,Yes,,1664608
11/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,TransUnion,,,Web,11/24/2015,Closed with explanation,Yes,,1665502
11/20/2015,Credit card,,Other,,,,JPMorgan Chase,FL,349XX,Web,11/20/2015,Closed with explanation,Yes,,1664839
11/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,TN,371XX,Web,11/20/2015,Closed with explanation,Yes,Yes,1664880
11/20/2015,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase,OH,443XX,Web,11/20/2015,Closed with monetary relief,Yes,,1664916
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,33025,Phone,11/24/2015,In progress,Yes,,1665278
11/20/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,OH,450XX,Web,11/20/2015,In progress,Yes,,1664915
11/20/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Seterus,AE,093XX,Web,11/20/2015,Closed with explanation,Yes,,1664927
11/20/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,FL,335XX,Web,11/20/2015,Closed with explanation,Yes,,1665036
11/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",TX,380XX,Web,11/20/2015,Closed with explanation,Yes,,1666105
11/20/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,IN,476XX,Web,11/20/2015,In progress,Yes,,1666122
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,"Diversified Consultants, Inc.",NJ,070XX,Web,11/20/2015,Closed with explanation,Yes,Yes,1664576
11/20/2015,Debt collection,,Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,"Enhanced Recovery Company, LLC",TN,384XX,Web,11/20/2015,Closed with non-monetary relief,Yes,,1664650
11/20/2015,Credit card,,Credit card protection / Debt protection,,,,"Continental Finance Company, LLC",IL,604XX,Web,11/20/2015,In progress,Yes,,1665469
11/20/2015,Credit card,,APR or interest rate,,,Company chooses not to provide a public response,Citibank,NY,112XX,Web,11/20/2015,Closed with explanation,Yes,Yes,1665064
11/20/2015,Credit card,,Identity theft / Fraud / Embezzlement,,,Company chooses not to provide a public response,Barclays,NY,14450,Web,11/20/2015,Closed with monetary relief,Yes,,1665915
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,334XX,Web,11/20/2015,Closed with explanation,Yes,,1664642
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,TransUnion,FL,334XX,Web,11/20/2015,Closed with explanation,Yes,,1664641
11/20/2015,Consumer loan,Vehicle loan,Problems when you are unable to pay,,,,Ally Financial Inc.,GA,302XX,Web,11/20/2015,In progress,Yes,,1665596
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,"CU Recovery, Inc.",MO,641XX,Web,11/20/2015,Closed with non-monetary relief,Yes,Yes,1665253
11/20/2015,Credit card,,Advertising and marketing,,,Company chooses not to provide a public response,Barclays,PA,195XX,Web,11/20/2015,Closed with explanation,Yes,,1664626
11/20/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,TX,762XX,Web,11/20/2015,Closed with explanation,Yes,,1665298
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,327XX,Web,11/20/2015,Closed with explanation,Yes,,1665579
11/20/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",PA,191XX,Web,11/20/2015,Closed with explanation,Yes,,1666112
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Convergent Resources, Inc.",FL,330XX,Web,11/20/2015,Closed with explanation,Yes,,1666143
11/20/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,PA,19079,Referral,11/24/2015,In progress,Yes,,1666018
11/20/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Diversified Consultants, Inc.",IL,601XX,Web,11/20/2015,Closed with explanation,Yes,Yes,1665764
11/20/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,Company chooses not to provide a public response,"WAKEFIELD & ASSOCIATES, INC.",CO,809XX,Web,11/20/2015,Closed with explanation,Yes,,1665894
11/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,TransUnion,OH,440XX,Web,11/20/2015,Closed with explanation,Yes,,1665834
11/20/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,,"Williams & Fudge, Inc",AZ,850XX,Web,11/20/2015,Closed with explanation,Yes,,1666022
11/20/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,NJ,072XX,Web,11/21/2015,In progress,Yes,,1666754
11/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,920XX,Web,11/21/2015,Closed with explanation,Yes,,1666937
11/20/2015,Bank account or service,Checking account,Deposits and withdrawals,,,,BNY Mellon,CA,948XX,Web,11/20/2015,Closed with monetary relief,Yes,,1665985
11/20/2015,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,TransUnion,CA,958XX,Web,11/20/2015,In progress,Yes,,1665998
11/20/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"Capital Management Services, LP",KY,427XX,Web,11/20/2015,Closed,Yes,Yes,1666070
11/20/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,TX,774XX,Web,11/21/2015,Closed with explanation,Yes,,1666653
11/20/2015,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,Company believes it acted appropriately as authorized by contract or law,Cornerstone Home Lending Inc.,WA,980XX,Web,11/21/2015,Closed with explanation,Yes,,1666739
11/20/2015,Credit card,,Advertising and marketing,,,,Amex,CA,921XX,Web,11/21/2015,Closed with explanation,Yes,,1666750
11/20/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase,CA,940XX,Web,11/21/2015,Closed with explanation,Yes,Yes,1667047
11/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,CA,953XX,Web,11/21/2015,Closed with explanation,Yes,Yes,1666949
11/20/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,IA,500XX,Web,11/21/2015,In progress,Yes,,1666682
11/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion,DC,200XX,Web,11/21/2015,In progress,Yes,,1666760
11/20/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Equifax,FL,334XX,Web,11/21/2015,Closed with explanation,Yes,Yes,1667058
11/20/2015,Consumer loan,Vehicle lease,Managing the loan or lease,,,,Nissan Motor Acceptance Corporation,NJ,8854,Web,11/20/2015,In progress,Yes,,1665501
11/20/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,IA,504XX,Web,11/23/2015,In progress,Yes,,1665526
11/20/2015,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,JPMorgan Chase,CA,951XX,Web,11/23/2015,Closed with explanation,Yes,,1665325
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,Company chooses not to provide a public response,TransUnion,GA,30260,Web,11/19/2015,Closed with non-monetary relief,Yes,,1664244
11/19/2015,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,NC,282XX,Web,11/19/2015,In progress,Yes,,1662501
11/19/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,Company chooses not to provide a public response,Experian,CA,94544,Web,11/19/2015,Closed with explanation,Yes,,1662975
11/19/2015,Prepaid card,General purpose card,Adding money,,,,"Empowerment Ventures, LLC",KS,67210,Referral,11/23/2015,In progress,Yes,,1663426
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,34142,Postal mail,11/23/2015,In progress,Yes,,1664001
11/19/2015,Payday loan,,Charged fees or interest I didn't expect,,,,Ad Astra Recovery Services Inc,WY,82007,Web,11/24/2015,Closed with explanation,Yes,,1664760
11/19/2015,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,Company chooses not to provide a public response,TransUnion,TX,75006,Web,11/19/2015,Closed with non-monetary relief,Yes,,1663971
11/19/2015,Mortgage,Other mortgage,Other,,,,Nationstar Mortgage,MA,1844,Postal mail,11/23/2015,Closed with explanation,Yes,,1662881
11/19/2015,Credit reporting,,Incorrect information on credit report,Account terms,,Company chooses not to provide a public response,Experian,GA,30260,Web,11/19/2015,Closed with non-monetary relief,Yes,,1664247
11/19/2015,Money transfers,International money transfer,Wrong amount charged or received,,,,MoneyGram,NJ,7111,Phone,11/23/2015,In progress,Yes,,1662869
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,GA,30083,Referral,11/24/2015,Closed with explanation,Yes,,1663764
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,92223,Web,11/19/2015,In progress,Yes,,1663698
11/19/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Quicken Loans,OH,44131,Referral,11/23/2015,Closed with monetary relief,Yes,,1663342
11/19/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",MA,2571,Web,11/19/2015,In progress,Yes,,1663365
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Credence Resource Management, LLC",NY,11228,Web,11/19/2015,Closed with non-monetary relief,Yes,,1663511
11/19/2015,Credit card,,Credit card protection / Debt protection,,,,Capital One,CO,80011,Web,11/19/2015,Closed with explanation,Yes,,1663647
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,Experian,FL,32810,Web,11/19/2015,Closed with explanation,Yes,,1663439
11/19/2015,Credit card,,Delinquent account,,,Company chooses not to provide a public response,U.S. Bancorp,CA,91605,Web,11/19/2015,Closed with explanation,Yes,,1663877
11/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,CA,91745,Web,11/19/2015,Closed with explanation,Yes,,1663803
11/19/2015,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,Company disputes the facts presented in the complaint,"Benuck & Rainey, Inc.",IN,46032,Web,11/20/2015,Closed with explanation,Yes,Yes,1664774
11/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,CA,90740,Web,11/19/2015,Closed with explanation,Yes,,1662756
11/19/2015,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,Company chooses not to provide a public response,TransUnion,GA,31406,Referral,11/24/2015,Closed with explanation,Yes,,1664010
11/19/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",GA,30135,Web,11/19/2015,In progress,Yes,,1663374
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,Company chooses not to provide a public response,TransUnion,NY,10035,Web,11/20/2015,Closed with non-monetary relief,Yes,,1664800
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion,GA,30083,Referral,11/24/2015,In progress,Yes,,1663765
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,GA,306XX,Web,11/24/2015,In progress,Yes,,1663872
11/19/2015,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,,Equifax,FL,33076,Web,11/19/2015,Closed with explanation,Yes,Yes,1663724
11/19/2015,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Experian,GA,30294,Web,11/20/2015,In progress,Yes,,1665886
11/19/2015,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,GA,31406,Referral,11/24/2015,Closed with explanation,Yes,,1664011
11/19/2015,Bank account or service,Checking account,Using a debit or ATM card,,,,Navy FCU,NJ,7018,Referral,11/24/2015,In progress,Yes,,1663097
11/19/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes the complaint is the result of a misunderstanding,"Ray Klein, Inc.",OR,97138,Web,11/19/2015,Closed with explanation,Yes,,1664267
11/19/2015,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,,,Bronstein & Weiss Arbitration,FL,33919,Phone,11/24/2015,Closed with explanation,Yes,,1664597
11/19/2015,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,,Company chooses not to provide a public response,TransUnion,GA,31082,Web,11/19/2015,Closed with explanation,Yes,,1662726
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion,FL,34142,Postal mail,11/23/2015,In progress,Yes,,1664004
11/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,TransUnion,CA,90740,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662757
11/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,TransUnion,OH,45710,Web,11/19/2015,Closed with explanation,Yes,,1663804
11/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,Experian,CA,90740,Web,11/19/2015,Closed with explanation,Yes,,1662758
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,TransUnion,GA,30034,Web,11/20/2015,Closed with non-monetary relief,Yes,,1666000
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,MA,1923,Web,11/19/2015,In progress,Yes,,1664111
11/19/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,FL,33611,Web,11/19/2015,In progress,Yes,,1663024
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,Experian,FL,32773,Web,11/19/2015,Closed with non-monetary relief,Yes,,1664035
